"study_site","year_m","decade","bioregion","minyear","maxyear","nyears_span","n_years_observed","finite_trend_X2.5.","finite_trend_X50.","finite_trend_X97.5.","IRtrend_X2.5.","IRtrend_X50.","IRtrend_X97.5.","area_change_ha_X2.5.","area_change_ha_X50.","area_change_ha_X97.5.","area_start_X2.5.","area_start_X50.","area_start_X97.5.","IRtrend_error","site_groupings","studyid","site","year","area","log_area","max_area","ten_percent","depth_cat","first_year","last_year","duration","num_points","dom_species","all_species","lh_group2","att_method","apriori_cat","tidied_drivers","measurement_cat","waycott_study","Lat_Zone","ECOREGION","PROVINCE","site_duplication","decade_time_points","max_plus_0.1","mean_Dd_5k","mean_Dh_5k","mean_Ligt_5k","mean_Np_5k","mean_Oa_5k","mean_Ocp_5k","mean_Ship_5k","mean_Slr_5k","mean_Sst_5k","mean_Dd_10k","mean_Dh_10k","mean_Ligt_10k","mean_Np_10k","mean_Oa_10k","mean_Ocp_10k","mean_Ship_10k","mean_Slr_10k","mean_Sst_10k","mean_Dd_20k","mean_Dh_20k","mean_Ligt_20k","mean_Np_20k","mean_Oa_20k","mean_Ocp_20k","mean_Ship_20k","mean_Slr_20k","mean_Sst_20k","mean_Dd_30k","mean_Dh_30k","mean_Ligt_30k","mean_Np_30k","mean_Oa_30k","mean_Ocp_30k","mean_Ship_30k","mean_Slr_30k","mean_Sst_30k","mean_Dd_50k","mean_Dh_50k","mean_Ligt_50k","mean_Np_50k","mean_Oa_50k","mean_Ocp_50k","mean_Ship_50k","mean_Slr_50k","mean_Sst_50k","mean_Dd_100k","mean_Dh_100k","mean_Ligt_100k","mean_Np_100k","mean_Oa_100k","mean_Ocp_100k","mean_Ship_100k","mean_Slr_100k","mean_Sst_100k","mean_Dd_200k","mean_Dh_200k","mean_Ligt_200k","mean_Np_200k","mean_Oa_200k","mean_Ocp_200k","mean_Ship_200k","mean_Slr_200k","mean_Sst_200k","Turbidity.Coefficient.of.Variance_5k","Turbidity.Mean_5k","Turbidity.Coefficient.of.Variance_10k","Turbidity.Mean_10k","Turbidity.Coefficient.of.Variance_20k","Turbidity.Mean_20k","Turbidity.Coefficient.of.Variance_30k","Turbidity.Mean_30k","Turbidity.Coefficient.of.Variance_50k","Turbidity.Mean_50k","Turbidity.Coefficient.of.Variance_100k","Turbidity.Mean_100k","Turbidity.Coefficient.of.Variance_200k","Turbidity.Mean_200k","coords.x1","coords.x2","lh","category","geom"
"W57_Pirates.Cove",2001,"2000","Temperate North Pacific",2001,2003,2.99000000000001,3,-3.34436430406484,-1.80548101781097,-0.328244368053968,-0.034015671709347,-0.0182197871426139,-0.003287842995291,-0.021965730724312,-0.011263229913114,-0.001878086448523,0.16050145574288,0.213662153251676,0.288136167883012,0.007725511832467,"W57","W57","Pirates Cove",2001,0.18,-1.619488248,0.2,0.018,"mixed",2001,2003,2,3,"zostera marina","zostera marina","CO","none","none",NA,"ground mapping",1,"Temperate","North American Pacific Fijordland","Cold Temperate Northeast Pacific","no",3,0.218,0.135343827972455,0.0285797058604658,0.028951364569366,0.0375687256455421,0.00555063120555133,0.011700099799782,0.0243968493720916,0.00365134572192411,0.0433405486484324,0.169462677377921,0.0273843619781427,0.0279697115413654,0.0365933321798459,0.00531721773485725,0.011128537168201,0.0275613505833555,0.0105627799072327,0.0462477002054071,0.152399024475043,0.0247244744546176,0.0257907128699028,0.0344397317906276,0.00480332361100307,0.0098717557523626,0.0692451528916711,0.0175355068537875,0.0412474910798954,0.153262421577459,0.022420526346326,0.0238115227094419,0.0329089702696984,0.00438273898273784,0.00901259564305799,0.0388438992864767,0.00858900937360823,0.0290011264667209,0.150630728215315,0.0192532335677709,0.0214533397945136,0.03159256673317,0.00387326609315238,0.00866149455036599,0.0108175006412286,0.00303680230939874,0.0169644924969765,0.153333463569955,0.0170405407641028,0.0158087928314988,0.02905670000731,0.00320124857094159,0.00680439702784285,0.00314712774520877,0.00147413698128612,0.0148193069794608,0.149451894204603,0.0195025049234358,0.014803092793741,0.0263267879875028,0.00302867852097176,0.00654103921519105,0.00361756300351528,0.00135611291658937,0.0130635766428756,1.08298365797913,0.444667278151763,1.21998752513643,0.474356301910969,1.21966418181254,0.44863710822838,1.2081794900804,0.412753522052969,1.16479653501567,0.372454445803388,0.997957176855165,0.309045562121265,0.796333732308028,0.267417276777084,-9272938.91601256,6584348.57926347,"O","slow_decline",c(-9272938.91601256, 6584348.57926347)
"W57_Sandy.Cove",2001,"2000","Temperate North Pacific",2001,2003,2.99000000000001,3,-3.33716344888832,-1.80834775643841,-0.329505642997737,-0.033941174473501,-0.0182489819571237,-0.003300497094094,-0.075916597208974,-0.039989057302588,-0.006897776682146,0.57054134595125,0.755185707568146,1.01686756131258,0.007723719382657,"W57","W57","Sandy Cove",2001,0.7,-0.267879445,0.7,0.065,"mixed",2001,2003,2,3,"zostera marina","zostera marina","CO","none","none",NA,"ground mapping",1,"Temperate","North American Pacific Fijordland","Cold Temperate Northeast Pacific","no",3,0.765,0.100630433721976,0.0366657517469403,0.0355474609796974,0.0440938711505045,0.00710622292668135,0.0155274717518213,0.046631880866533,0.00567543023234149,0.0421336969276044,0.15158466438213,0.0305660841537707,0.0305679439039654,0.0391725118058812,0.0059283487316423,0.01263336350311,0.04487177575181,0.018715176183635,0.047392045057951,0.14683682715571,0.0266636676473281,0.0273722204100536,0.0360018044858546,0.00517560469632894,0.0107881821012534,0.0853424568925371,0.0203223918863344,0.044385715368237,0.15146903093114,0.0249170339374387,0.0259382955784641,0.034744935149722,0.00483964575272914,0.0101546891901142,0.0410043944529141,0.00914524124415438,0.0319222133241111,0.149707244087252,0.0200330173856002,0.0223098136673862,0.0320885339774344,0.00400664413032211,0.00906953669862324,0.0112102083880687,0.00319615091585336,0.0181956956764301,0.152639350311043,0.0178182710878618,0.0161618666541489,0.0294605551279191,0.00326632506269042,0.00696714169660549,0.00322840540282311,0.00152408160017385,0.0153858678859232,0.149333717342838,0.0198579870483412,0.0150023739770249,0.0266737983353108,0.0030703755944458,0.0066283432577643,0.00366112344015529,0.001376016748759,0.0132778210298776,1.02132728068452,0.431978835479209,1.17757699936628,0.469803924063842,1.20649356070426,0.453506677095114,1.21992759136827,0.440198650141967,1.18075078364585,0.383050630168541,1.0042159736897,0.31799112530741,0.799507230140439,0.269991163386357,-9270493.65815607,6583453.41186113,"O","slow_decline",c(-9270493.65815607, 6583453.41186113)
"W58.31_All.Kromme",2000,"2000","Southern Ocean",1980,2004,4.99000000000001,1,-2.35947524779535,1.01651799072172,4.94408573157696,-0.023877566124413,0.0101138619437771,0.048257505098766,-2.404443621963,1.29955563357809,10.0881369701463,14.2239302732608,24.9249282567108,45.1275253508641,0.018148177052686,"W58/31","W58/31","All Kromme",1942,10.77,2.472074671,31.02,1.077,"mixed",1942,2004,62,4,"zostera capensis","zostera capensis","CO","visual comparison","none","flood; coastal development (dredging)","aerial photography",1,"Temperate","Agulhas Bank","Agulhas","no",1,32.097,0.00587412603199482,0.00168164466740564,0.00166908679530025,0.00161871905438602,0.00394645226188004,0.00283100169617683,0.33873356282711,0.102983592450619,0.143392251431942,0.0119482671030827,0.00168440561185801,0.00167240234973129,0.00162495184008793,0.00395583219185311,0.00283424384010735,0.152954117585254,0.133058872033832,0.131614455292302,0.0155067608518591,0.00166512973244788,0.00168341082490518,0.00146728724170238,0.00385595077581351,0.00264301083285906,0.0376239330060725,0.0635212492226985,0.0939391429276045,0.0229200240235866,0.00153515944088389,0.00133198028279084,0.00126807015910726,0.00319034920087055,0.00203048626784768,0.0187740971973758,0.0327836866103114,0.0721127349106777,0.0352335414879566,0.00164265257988997,0.000892389916507368,0.000944738069877834,0.00252279182040617,0.0014475567961288,0.00934530114105275,0.0174814704129342,0.046764434875677,0.0812762682872676,0.0018192990070792,0.000468051508469077,0.000514168524730288,0.00193296098043884,0.00108542737306755,0.0059382612805228,0.0102611037833504,0.0195302476053611,0.121436645865565,0.00104337269526686,0.000227804936738468,0.000273596181974173,0.00105427525261973,0.000937653707582444,0.00274561857963804,0.0035887263436166,0.0111756801408429,1.48949242555178,0.431802103152642,1.23519683702319,0.398714027860585,1.05103570378265,0.344250786706714,0.92994094539333,0.300136812269248,0.792916464708036,0.248298571668375,0.6301844428982,0.175810996523066,0.521767784696004,0.120990778913087,2210576.64538845,-4123199.68209292,"O","slow_increase",c(2210576.64538845, -4123199.68209292)
"W59_Canal.de.Ovar",0,"2000","Temperate Northern Atlantic East",1984,2003,0,0,0,0,0,0,-0.225682403894737,0,0,-789.999999943026,0,0,0,0,0.009397139537112,"Ria de Aveiro","W59","Canal de Ovar",1984,800,6.685860947,800,0,"mixed",1984,2003,19,0,"zostera noltei","potamogeton pectinatus, ruppia cirrhosa, zostera noltei","CO","descriptive, visual","decrease","salinity; turbidity; sedimentation","aerial photography",1,"Temperate","South European Atlantic Shelf","Lusitanian","yes",0,801,0.05018443188497,0.0109573437596907,0.0141388562886597,0.0219050235636942,0.0103165805646843,0.019031303187648,0.0479284675566705,0.176004185535751,0.495078851233472,0.0619989177080947,0.0110015845431251,0.0141930111952808,0.021987402247606,0.0103622371278388,0.0191007223190136,0.045784732615444,0.108881704135418,0.425593611535052,0.0781224550606087,0.0106902623155197,0.0126323530887918,0.0200512702126495,0.00883668013942387,0.019060904825231,0.0279681298735291,0.0559692704759629,0.234364720786883,0.0908443990985952,0.0104483790785428,0.011146907525328,0.0184215267427733,0.00747363957301474,0.0186746957389403,0.0200815210076147,0.0375592629080141,0.131689469671217,0.102482098652553,0.00973878510751091,0.00972692237400631,0.0172060895515077,0.00667639468026184,0.0178485636774748,0.0134730751392715,0.0339742648209949,0.131347611124042,0.120867170027892,0.0073973199263719,0.007224588698426,0.0128284983049476,0.00763746114557012,0.0130055178623324,0.00864224811180342,0.0238769895381873,0.0902022613652032,0.126022237933217,0.00498196588893239,0.00426989278212885,0.0106223213910608,0.00543451032025677,0.00803256742782368,0.00645988766474746,0.0129225903165151,0.0462288103052495,0.637227151301,0.263795652559825,0.627318671861723,0.244497979171706,0.676268366583388,0.219404510194796,0.678993788178917,0.195579571557078,0.646390340913276,0.168137801485473,0.557888673101696,0.122958648319906,0.521607279998653,0.0958233402159473,-743337.866685797,4862342.52759343,"O","rapid_decline",c(-743337.866685797, 4862342.52759343)
"W63_Bahia.San.Quintin",0,"2000","Temperate North Pacific",1987,2000,0,0,0,0,0,0,-0.0101494497692308,0,0,-320.999999097731,0,0,0,0,0.009397139537112,"W63","W63","Bahia San Quintin",1987,2390,7.862073705,2390,0,"intertidal",1987,2000,13,0,"zostera marina","zostera marina","CO","visual, descriptive, inferential","decrease","aquaculture","aerial photography",1,"Temperate","Southern California Bight","Warm Temperate Northeast Pacific","no",0,2596.9,0.0585810029879212,0.000356195386605881,0.00169793023572614,0.0301388788890714,0.0200303475527714,0.025962115963921,0.0779663010810812,0.000253456702012045,0.0108148029539734,0.0574349601461031,0.000354646915230521,0.00169145547039018,0.0300166713058065,0.0199490941555823,0.0258508338829723,0.0604260731093838,0.00185164035438147,0.0231765706439392,0.0515260819708517,0.000307583840188466,0.00157080562082802,0.0231700524048184,0.0184654748856453,0.0212339271256423,0.0253949207665182,0.00110535368293884,0.0207928382099574,0.0595654577310749,0.000251976100078097,0.00132742202336815,0.0166170773940119,0.0170806563510642,0.0164641915792377,0.0151239729449014,0.000697395556342881,0.0154377975170802,0.0605780233216982,0.000191171424887879,0.00102658654332262,0.0103951341198052,0.0159970425007494,0.0116288443050667,0.00891579185446461,0.000803313389670544,0.0126782074599867,0.059860511454921,0.000147220196716935,0.000752819866886974,0.00586028795189225,0.0142029957840972,0.00872139596416148,0.00360904499030323,0.00047772041343138,0.00624960805244915,0.0535628355573076,0.000169722910197278,0.000626919281417745,0.00468918248756138,0.00918207494337264,0.0074608138877882,0.0016413611651081,0.000852918873880831,0.00219093751850568,0.932398729227685,0.215697629594958,1.00840149673097,0.222469618861691,1.12449721053474,0.229472087362387,1.15334560980545,0.209551587774712,1.01724317771645,0.169814176592644,0.735454160598925,0.123098955492776,0.554537703249535,0.097286375050112,-10608392.3128537,3695349.42961246,"O","slow_decline",c(-10608392.3128537, 3695349.42961246)
"W66_Turnbull.Creek",2000,"2000","Tropical Atlantic",1965,2003,3.99000000000001,1,-0.440277704406046,0.888096253548454,2.27117236251361,-0.004412497812414,0.00884175870634672,0.022457652027026,-1.52992073520043,3.09357089808864,9.20806446837356,60.7508297862142,87.5448874281595,125.755647226228,0.006928371065956,"W66","W66","Turnbull Creek",1943,117.16,4.791948463,151.45,3.376,"unspecified",1943,2003,60,10,"halodule wrightii (until 1996), ruppia maritima (1996)","halodule wrightii, ruppis maritima, halophila engelmannii, syringodium filiforme","C","visual, descriptive","none","water quality","aerial photography",1,"Temperate","Carolinian","Warm Temperate Northwest Atlantic","no",1,154.826,0.0405778439323369,0.00976243019594174,0.000416503811720759,0.000782456414430941,0.00166585097260969,0.0313619319349527,0.0303177929557645,0.0036943456813644,0.040517342669007,0.0442963290261105,0.00977616512100212,0.000417022026886116,0.000783733309071977,0.00166809677320998,0.0314103793585673,0.0197471336909985,0.00462272871918685,0.050939981819829,0.046858038445602,0.00979501960821272,0.000459408279485138,0.00075679197968947,0.00168116068328215,0.0303351278596979,0.0167815473717902,0.0102447786029827,0.0678341430405756,0.0447311601398023,0.00980829145207719,0.000556315370996052,0.000691666058295049,0.0017086148936519,0.0277408271978153,0.0120603492717409,0.0154871045692794,0.0627084812403635,0.0445373694575402,0.00862076787506802,0.000639822189836253,0.000556770102846515,0.00165698998955978,0.0214442162996835,0.00964853478301831,0.0162521306855217,0.0360154327918251,0.0865612444432367,0.00565340676976711,0.000447425512938359,0.000337662732598001,0.0024714948315633,0.00954607129006723,0.00669099004305212,0.0112615067668611,0.0220759826256232,0.0917224189001162,0.00418441243678476,0.000276759882329712,0.000242563792795452,0.00346693818614727,0.00493722285970565,0.00435025626656242,0.00743885603214276,0.0245521345786194,0.674287824332714,0.23437417820096,0.700748395189015,0.229303762316704,0.669590522423115,0.212188362477761,0.608588386836241,0.193101542825393,0.544530148459373,0.15847619681265,0.408026583714627,0.231126864011793,0.312523789603654,0.121300532510934,-7456824.44486106,3503257.90025758,"C","slow_increase",c(-7456824.44486106, 3503257.90025758)
"W68_Corner.Inlet...Duck.Point",0,"2000","Southern Ocean",1998,2005,0,0,0,0,0,0,-0.00134445742857154,0,0,-1.40000007662349,0,0,0,0,0.009397139537112,"W68","W68","Corner Inlet - Duck Point",1998,136,5.007028799,136,0,"mixed",1998,2005,7,0,"posidonia australis, zostera sp","posidonia australis, heterozostera nigricaulis, zostera muelleri","COP","none","none",NA,"aerial photography",1,"Temperate","Cape Howe","Southeast Australian Shelf","no",0,149.46,0.114420656114817,0.00670238107947322,0.00420389184728265,0.000842425300409862,0.000162403460308269,0.00428497707859303,0.00036658992030425,0.00268006823898759,0.0358607230785613,0.110387532190436,0.00661669586295799,0.00417150920888377,0.000830121379556782,0.000161770612575603,0.0042030931247193,0.00216760531228659,0.00399595580504757,0.042922927406064,0.116050375706357,0.00570329753909169,0.0038287949225888,0.000698860249334447,0.000155178435691973,0.00333212635479867,0.00444989629163657,0.00598290750554908,0.0584136043702502,0.128902290000543,0.0053193745350532,0.00369108995859148,0.000643099231226265,0.000152788741581691,0.00295888718043771,0.00939265270858393,0.00649795331222977,0.059321454553511,0.153306540949665,0.00448247065923098,0.00283024763014986,0.000565993871432204,0.000131450253938911,0.00233395807747532,0.00892099557742474,0.00577470694935878,0.0553600542553105,0.172733265120147,0.00426328182627428,0.00282545549384008,0.000621541829565901,0.000162878668184975,0.00205519706545323,0.0114897908094806,0.00788688802336485,0.0419597285793516,0.181203343242464,0.00290459299782099,0.00171995273257874,0.000492346896007446,0.000105474169922479,0.00155373126067262,0.00580008332089406,0.00567735726976442,0.0248478820920203,0.236380453311628,0.143707295325962,0.226879215690979,0.171835882582639,0.23203440492644,0.188998772112775,0.24331937867872,0.166100608478426,0.237203924295524,0.11157892224123,0.218770668544066,0.103712150373017,0.227526070130519,0.0883385283421695,12562405.0330841,-4667915.40160099,"P","stable",c(12562405.0330841, -4667915.40160099)
"W68_Corner.Inlet...Lewis.Channel",0,"2000","Southern Ocean",1998,2005,0,0,0,0,0,0,-0.0357087497142857,0,0,-46.2000000009267,0,0,0,0,0.009397139537112,"W68","W68","Corner Inlet - Lewis Channel",1998,194.1,5.341807798,194.1,0,"mixed",1998,2005,7,0,"posidonia australis, zostera sp","posidonia australis, heterozostera nigricaulis, zostera muelleri","COP","none","none",NA,"aerial photography",1,"Temperate","Cape Howe","Southeast Australian Shelf","no",0,208.89,0.162086782125036,0.00319379950153895,0.00283365277044306,0.000341659558960766,0.000133983004905696,0.000977879975504369,0.00271394895125096,0.00725654973278076,0.0692869256970219,0.144271119408912,0.00319523524376564,0.00283549682502874,0.000341802468215181,0.000134061983771971,0.000978325628145681,0.00807549574827322,0.00729580275350226,0.0696015675471594,0.127613364192952,0.00364324335239753,0.00301775143938155,0.000405250779573322,0.00013810306052486,0.00139409271859178,0.013368220666523,0.00830440264624973,0.0760797274206969,0.132502241644572,0.00398636583606261,0.00316025806887602,0.000453500624759347,0.000141458825866706,0.00170731778371537,0.0119709072633841,0.00744896271996371,0.0707037351159522,0.145937983560685,0.00403664751440626,0.0027646918863871,0.000464002651793862,0.000133734554944141,0.00193590300956315,0.00811745269042055,0.00495691348267756,0.0482708767441725,0.158667767229884,0.00419463093334621,0.00291045946507437,0.000587898571493437,0.000129767371837505,0.00211285416432782,0.0116137436439243,0.00782611442363377,0.0450066766197314,0.176072612850222,0.00283680628407372,0.00176453521221378,0.000486744419837587,0.000105419166276437,0.00150619667077377,0.00611733697147824,0.00607280104479178,0.0264457573469286,0.211981336399913,0.136746504344046,0.21713897237663,0.140324378187714,0.242063131922783,0.174190339901381,0.2390217564162,0.170071955926893,0.227369880142222,0.119635421823487,0.224659219076553,0.107750770174398,0.231749738762348,0.0890604821016198,12584169.4735262,-4657330.98009741,"P","rapid_decline",c(12584169.4735262, -4657330.98009741)
"W68_Corner.Inlet..Granite.Island",0,"2000","Southern Ocean",1998,2005,0,0,0,0,0,0,0.00187683342857145,0,0,3.50000001251868,0,0,0,0,0.009397139537112,"W68","W68","Corner Inlet -Granite Island",1998,240.6,5.578445983,244.1,0,"mixed",1998,2005,7,0,"posidonia australis, zostera sp","posidonia australis, heterozostera nigricaulis, zostera muelleri","COP","none","none",NA,"aerial photography",1,"Temperate","Cape Howe","Southeast Australian Shelf","no",0,268.16,0.14046676497323,0.0052733019286071,0.00364894332386643,0.000638368571771825,0.000150910328305046,0.00293743845176356,0.00014457658020196,0.00386933094389871,0.0364780319989266,0.134372947611019,0.00481580803008549,0.00347155258173078,0.000573010847580097,0.000147306296924934,0.00250368842709881,0.000399252663257788,0.00478401314122408,0.045179868996377,0.113272864537955,0.00490103309542765,0.00351115867999367,0.000584728034360136,0.000148455965674776,0.00257736713421287,0.00676608526374053,0.00775177013835643,0.0708353721528824,0.132903830530817,0.00467330137359518,0.00343343742255065,0.000551265394154355,0.000147273678512049,0.00235271005839363,0.0106838308876208,0.00615034826798429,0.0572635654661209,0.150103124817211,0.00443486399028012,0.0030725812065708,0.000516696435350995,0.000137050237809503,0.00221284978842408,0.00935014034233229,0.00539534549700749,0.0516600417517688,0.167178489374578,0.00426080242670302,0.00285596089633801,0.000612818556233216,0.000148665291527248,0.00210021365970918,0.0117624056838248,0.00808293448011923,0.0434754782649287,0.179355836146375,0.00287607310900876,0.00173194513456937,0.000489832338022728,0.000105416514056998,0.00153348803323661,0.00591028089632211,0.00574237447979453,0.0253449095993168,0.212228569785754,0.15345012033597,0.22170029807899,0.172945701855555,0.240322901539937,0.207356838342938,0.238102216299549,0.175348250454317,0.232404511278171,0.115427612204154,0.222224119325939,0.105398216237997,0.229311520957129,0.0886892209967244,12570683.059119,-4663889.65524633,"P","stable",c(12570683.059119, -4663889.65524633)
"W68_Port.Phillip.Bay..Blairgowrie",NA,"2000","Southern Ocean",2000,2005,NA,NA,NA,NA,NA,NA,-0.2414288224,NA,NA,-4.27999999840623,NA,NA,NA,NA,0.009397139537112,"Blairgowrie","W68","Port Phillip Bay- Blairgowrie",2000,5.94,1.809271894,5.94,NA,"mixed",2000,2005,5,NA,"heterozostera nigricaulis, zostera muelleri","heterozostera nigricaulis, zostera muelleri","CO","none","none",NA,"aerial photography",1,"Temperate","Bassian","Southeast Australian Shelf","yes",NA,6.106,0.133005732418718,0.00523417303338647,0.00946113739062,0.000754151848849614,0.000117178236266497,0.00119366096584378,0.269395097687438,0.199943567651349,0.271149532617749,0.159451714079631,0.00582775618417554,0.00799482904483774,0.000788896437065952,0.000121820861341111,0.00214093883018317,0.145471948328201,0.118331554154175,0.349513518610639,0.179254994960241,0.0065271850912086,0.00652617340881903,0.000834784421416402,0.000128128742361139,0.00317730512605586,0.0854377686343294,0.0636335685911765,0.300813308847111,0.184407524605115,0.00665329929483149,0.0065082377995173,0.000847965978412744,0.000130073534928738,0.00328844149501323,0.0716597660537285,0.057285388018083,0.232119258725197,0.205710825852293,0.00715281848948452,0.00687220126119748,0.000981387091540127,0.000150483221914711,0.00355158179473704,0.0534600682172328,0.0413801247761186,0.169033099135611,0.214637233682793,0.00657340680575013,0.00565331810828471,0.000939908748238549,0.000159216187926982,0.00312047950087065,0.0301047473946919,0.0276022168890087,0.103024341486629,0.210269768485332,0.00399170653010449,0.0023058256665197,0.000567639813149938,0.000130892179069359,0.00197741469052115,0.00887250974849955,0.00819322484731847,0.0364119734287178,0.161200863810686,0.149984589658487,0.213084719065345,0.13878599658008,0.211428401205275,0.126832657506164,0.231477931115161,0.140203823793801,0.275284496116063,0.168288825292513,0.282402216658407,0.135968929052149,0.225840228113278,0.0879306959678905,12477297.6502196,-4605565.13177439,"O","rapid_decline",c(12477297.6502196, -4605565.13177439)
"W68_Port.Phillip.Bay..Pt.Richards",NA,"2000","Southern Ocean",2000,2005,NA,NA,NA,NA,NA,NA,-0.2187020472,NA,NA,-57.1999999570592,NA,NA,NA,NA,0.009397139537112,"Port Phillip Bay-Pt Richards/Bellarine bank","W68","Port Phillip Bay- Pt Richards",2000,83.4,4.454579827,83.4,NA,"mixed",2000,2005,5,NA,"heterozostera nigricaulis, zostera muelleri","heterozostera nigricaulis, zostera muelleri","CO","none","none",NA,"aerial photography",1,"Temperate","Bassian","Southeast Australian Shelf","yes",NA,86.02,0.0228321685281117,0.00801466129321073,0.0130729441298172,0.00104787537566153,0.000183189692896641,0.00270207940151782,0.140343917267663,0.0800211603886315,0.242579244077206,0.053395676971301,0.00947922708292026,0.0149884848263658,0.00120321984043888,0.000217904089709009,0.00348863737053762,0.165258991066366,0.0827176613577952,0.240453878650442,0.129708552979872,0.00824358633247799,0.012847862359102,0.00106452326879792,0.00018649002250055,0.00297457941111092,0.0924569522587549,0.0823273235628661,0.223443587810635,0.130249985732169,0.00819679367482478,0.0125527699852128,0.00105678038765831,0.000184338865535206,0.00301381509531665,0.0943270031776693,0.0924067554410307,0.240930644767193,0.138425788121198,0.0104564135431273,0.0144452399272849,0.00127098476589994,0.000233341065502278,0.00442956225338982,0.0889742397190727,0.0841545860578593,0.28345577161671,0.198098101844881,0.00789922891700656,0.00791679085974433,0.0010967670537467,0.000179984837810781,0.00375975239354883,0.0433065815412276,0.0401852020415784,0.146164874193439,0.212225286500338,0.00430656807683367,0.00246999473234958,0.000586226980405626,0.000145278125562521,0.00206660279947529,0.010696574802747,0.00966919829293169,0.0415697860346927,0.627991590459468,0.319780030240447,0.54490559950788,0.31527979770884,0.470748499628291,0.303349691962515,0.428312491103039,0.268608004224541,0.412826500827816,0.26850973502911,0.309348500545822,0.159399310310967,0.233565657627926,0.0923681932728448,12485807.768034,-4578643.82253987,"O","rapid_decline",c(12485807.768034, -4578643.82253987)
"W68_Port.Phillip.Bay.Kirk.Pt",0,"2000","Southern Ocean",2000,2005,0,0,0,0,0,0,0.1122575126,0,0,13.4999999991217,0,0,0,0,0.009397139537112,"W68","W68","Port Phillip Bay-Kirk Pt",2000,16.3,2.886475288,29.8,0,"mixed",2000,2005,5,0,"heterozostera nigricaulis, zostera muelleri","heterozostera nigricaulis, zostera muelleri","CO","none","none",NA,"aerial photography",1,"Temperate","Bassian","Southeast Australian Shelf","no",0,31.43,0.0182065417475039,0.017222764309157,0.0250993765551936,0.0020236539315771,0.000401512484214353,0.00765711750665849,0.0793970760070916,0.0607329612089829,0.288025257262317,0.0828494383838925,0.0137339283405018,0.0205328085591422,0.00165308178286678,0.000318803858159461,0.00578413775473521,0.0892265701559202,0.071362341398188,0.288205629321917,0.1317459663435,0.010355570183463,0.016109874506043,0.00129414259736416,0.000238719784299938,0.00397108254218517,0.0713982832146017,0.0643965222970604,0.254759822965031,0.125464770031322,0.0091758890768642,0.0142256083332359,0.00116513753780063,0.000209231458541166,0.00343143790006861,0.0729923402040593,0.0827091868321205,0.227490436684036,0.1106380718824,0.0116388091273554,0.0171888092391926,0.00138119368525819,0.000266900260752572,0.00459861382482932,0.105010561004565,0.110637049981921,0.308431254972928,0.190870473984838,0.0085183544538531,0.00901662818267096,0.00116429942325899,0.000192488735715559,0.00405906149148253,0.0496001146089957,0.0462265374557421,0.166893782983882,0.211510991092412,0.00442270925492646,0.0026140151017607,0.000594387395130412,0.000150716636534897,0.00210333573390683,0.0113438897645184,0.0102753999908795,0.0440425667889999,0.867205401261648,0.503125056624413,0.708358135021908,0.417064778401818,0.54405167818321,0.355953874011918,0.49577765808909,0.292157636229011,0.477477758422633,0.303266464610871,0.321707425623821,0.172420799043614,0.236957985007423,0.0941515567682202,12490755.2824526,-4571054.20394391,"O","rapid_increase",c(12490755.2824526, -4571054.20394391)
"W68_Western.Port.Rhyll",0,"2000","Southern Ocean",1999,2005,0,0,0,0,0,0,0.00188325916666672,0,0,0.19999999547117,0,0,0,0,0.009397139537112,"W68","W68","Western Port-Rhyll",1999,16,2.867898902,16.2,0,"mixed",1999,2005,6,0,"heterozostera nigricaulis, zostera muelleri","heterozostera nigricaulis, zostera muelleri","CO","none","none",NA,"aerial photography",1,"Temperate","Bassian","Southeast Australian Shelf","no",0,17.8,0.250377623041471,0.00548795534297824,0.00998968208829562,0.000790782620509465,0.000122943121435431,0.00126070364533613,0.127562114397685,0.0367886889477571,0.273102469046911,0.21567685329405,0.00548918601423767,0.00999098321509107,0.000790909211916909,0.000122957477909289,0.00126079115743195,0.0933096907317002,0.0417692010585895,0.268695597069543,0.180365093202469,0.00497512087614041,0.00770434041421336,0.000866226884416289,0.000115733536557356,0.00138736822385751,0.0795719024617345,0.035608870119669,0.241390614238039,0.17371265163256,0.00552154587153649,0.00729951840043968,0.00101778267773665,0.000133227061437139,0.00203057111270646,0.0691547299864739,0.0350642761777039,0.211512591722896,0.184791857411955,0.00713882889319406,0.00816661197315329,0.00117888170704618,0.000168348808079446,0.00329405600139283,0.0488138283048388,0.031596629907523,0.158334240410436,0.206423956446157,0.00611089124240912,0.00495111449409869,0.000866783470541292,0.00018778122693599,0.00291256073808313,0.0246537490740541,0.0227125258923413,0.0883597688429148,0.200659951091757,0.00369794708241717,0.00204381048624026,0.000564831186606683,0.000123140094683147,0.00185700015341263,0.0076233369820742,0.00711017575754967,0.03218540623824,0.223246691819233,0.0841780113457124,0.231255216879924,0.103869635706684,0.228977843401886,0.134810969776715,0.238060764021686,0.146655746641778,0.251048757526392,0.161012135493857,0.271164736844698,0.129884007433116,0.21975451022661,0.0873155868069931,12504875.7792314,-4627233.63608367,"O","stable",c(12504875.7792314, -4627233.63608367)
